Variable Name,Defintion/ Cluster name,Type of Variable,Date announced,Date of last onset,Missing observations,Source,Dataset,State,District,Category,Status,New Cases,Total cases,Active cases,Tests,ICU admission,Deaths,Recovered
restoran_putra,Restoran Putra,Time-series (numeric),15/1/2021,15/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Putrajaya,Putrajaya,workplace,ended,0,21,0,29,0,0,21
ria_jaya,Ria Jaya,Time-series (numeric),14/2/2021,2/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah,"Kuala Muda, Baling & Kulim",workplace,ended,0,113,0,608,0,0,86
ria30,Ria-30,Time-series (numeric),5/11/2020,8/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Tuaran,community,ended,0,783,0,6946,0,0,783
richpark,Rich Park,Time-series (numeric),4/4/2021,27/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Tawau, Kota Kinabalu, Beaufort, Kalabakan",community,active,0,297,0,571,0,4,293
rimbayan,Rimbayan,Time-series (numeric),31/3/2021,8/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Keningau,community,ended,0,64,0,910,0,0,64
rinting,Rinting,Time-series (numeric),12/10/2020,12/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka & Johor ,Melaka Tengah & Johor Bahru,education,ended,0,10,0,302,0,0,10
rumah_merah,Rumah Merah,Time-series (numeric),30/10/2020,12/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah ,Kota Kinabalu,detentionCentre,ended,0,791,0,1797,0,2,789
rungkup,Rungkup,Time-series (numeric),7/1/2021,29/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Kepong,workplace,ended,0,58,0,81,0,0,58
sabaru,Sabaru,Time-series (numeric),18/11/2020,14/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Lahad Datu & Sandakan,community,ended,0,402,0,2532,0,1,401
sabindo,Sabindo,Time-series (numeric),13/10/2020,12/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah ,Tawau,workplace,ended,0,14,0,76,0,0,14
saga,Saga,Time-series (numeric),11/11/2020,21/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Kinabalu,community,ended,0,31,0,61,0,2,29
saga_tengah,Saga Tengah,Time-series (numeric),23/12/2020,27/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Tenom & Keningau,community,ended,0,24,0,407,0,0,24
saguking,Saguking,Time-series (numeric),15/10/2020,6/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Labuan,Labuan,community,ended,0,414,0,3623,0,2,412
sains_bakam,Sains Bakam,Time-series (numeric),2/5/2021,7/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Miri, Subis",education,active,0,28,0,464,0,0,28
sakti,Sakti,Time-series (numeric),29/10/2020,21/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Lahad Datu,community,ended,0,28,0,1491,0,0,28
sala,Sala,Time-series (numeric),15/8/2020,17/8/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah,"Yan, Kuala Muda, Kulim & Kota Setar",community,ended,0,11,0,1169,0,0,11
samudera,Samudera,Time-series (numeric),23/10/2020,20/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah ,Sandakan,workplace,ended,0,79,0,259,0,0,79
santong_paka,Santong Paka,Time-series (numeric),5/2/2021,18/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu & Pahang,"Dungun, Kemaman & Kuantan",workplace,ended,0,30,0,184,0,0,30
satok,Satok,Time-series (numeric),28/7/2020,28/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching,workplace,ended,0,4,0,932,0,0,4
sauh,Sauh,Time-series (numeric),22/10/2020,14/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Melaka, Sabah & Sarawak ","Jasin, Kota Kinabalu, Tawau, Semporna, Papar, Tuaran, Miri & Daro ",workplace,ended,0,35,0,408,0,0,35
saujana,Saujana,Time-series (numeric),1/5/2021,23/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Terengganu, Kelantan, Kedah","Setiu, Dungun, Besut, Kuala Terengganu, Kuala Nerus, Marang, Kota Bharu, Pasir Puteh, Sik",education,active,0,231,0,1189,0,0,231
sawit_sebrang,Sawit Sebrang,Time-series (numeric),26/3/2021,13/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Lahad Datu,workplace,ended,0,23,0,633,0,1,22
sawmill_luit,Sawmill Luit,Time-series (numeric),20/1/2021,22/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Maran & Kuantan,community,ended,0,19,0,48,0,0,19
sebangkoi,Sebangkoi,Time-series (numeric),8/2/2021,20/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Sri Aman,community,ended,0,34,0,564,0,0,34
sebatu,Sebatu,Time-series (numeric),1/5/2021,4/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Melaka, Johor","Jasin, Melaka Tengah, Tangkak, Batu Pahat",religious,active,0,179,0,1241,0,4,175
sebujok,Sebujok,Time-series (numeric),2/5/2021,26/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Betong, Sri Aman, Lubok Antu",community,active,0,92,0,220,0,0,92
seksyen16,Seksyen 16,Time-series (numeric),29/3/2021,28/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Hulu Langat, Sepang",education,ended,0,18,0,322,0,0,18
seksyen2,Seksyen 6 Bangi,Time-series (numeric),21/4/2020,17/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Langat,community,ended,0,31,0,301,0,2,29
seksyen6,Seksyen Dua,Time-series (numeric),28/5/2021,11/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Titiwangsa,religious,ended,0,22,0,108,0,0,22
seladah,Seladah,Time-series (numeric),25/10/2020,6/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching & Serian ,community,ended,0,9,0,216,0,0,9
selamat,Selamat,Time-series (numeric),17/9/2020,25/9/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Semporna,community,ended,0,25,0,327,0,0,25
selambau,Selambau,Time-series (numeric),12/2/2021,21/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah & Pulau Pinang,"Kuala Muda, & Seberang Perai Utara",workplace,ended,0,297,0,780,0,0,297
selangor_mansion,SubTabligh Sri Petaling - Selangor Mansion,Time-series (numeric),16/4/2020,5/4/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Lembah Pantai,religious,ended,0,179,0,970,0,0,179
selasih,Selasih,Time-series (numeric),1/10/2020,15/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Putrajaya, Selangor, Johor & Negeri Sembilan","Putrajaya, Sepang, Johor Bahru & Seremban ",community,ended,0,20,0,290,0,0,20
selasih_perindu,Selasih Perindu,Time-series (numeric),22/1/2021,7/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kulai,workplace,ended,0,344,0,607,0,0,344
selat_klang,Selat Klang,Time-series (numeric),18/4/2021,25/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Klang, Petaling, Kuala Langat",workplace,active,0,36,0,107,0,0,36
selayang_baru,Selayang Baru,Time-series (numeric),30/4/2020,28/4/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Gombak,community,ended,0,52,0,3802,0,0,52
selumit,Selumit,Time-series (numeric),27/5/2021,3/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Sibu, Tanjung Manis",workplace,active,0,26,0,133,0,0,26
semambu,Semambu,Time-series (numeric),26/12/2020,26/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Kuantan,workplace,ended,0,12,0,99,0,0,12
semarak,Semarak,Time-series (numeric),13/10/2020,12/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Tawau,community,ended,0,14,0,19,0,0,14
semarak_bersia,Semarak Bersia,Time-series (numeric),2/2/2021,22/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Hulu Perak,community,ended,0,82,0,85,0,0,82
sembulan,Sembulan,Time-series (numeric),30/10/2020,8/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Kinabalu,workplace,ended,0,13,0,99,0,0,13
sementa27,Sementa 27,Time-series (numeric),2/3/2021,26/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Klang, Kuala Selangor, Kuala Langat",workplace,ended,0,36,0,109,0,0,36
sena ,Sena,Time-series (numeric),12/3/2021,20/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Miri, Subis, Lawas",community,ended,0,86,0,253,0,0,86
senai_city8,Senai City Lapan,Time-series (numeric),9/2/2021,8/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kulai & Johor Bahru,workplace,ended,0,114,0,318,0,0,114
senai_cyber,Senai Cyber,Time-series (numeric),16/1/2021,19/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kulai,workplace,ended,0,118,0,203,0,0,118
senai_murni,Senai Murni,Time-series (numeric),7/1/2021,6/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kulai & Kota Tinggi,workplace,ended,0,119,0,245,0,0,119
senai_murni4,Senai Murni Empat,Time-series (numeric),17/2/2021,16/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kulai,workplace,ended,0,18,0,97,0,0,18
sendayan,Bandar Baru Sri Sendayan,Time-series (numeric),14/4/2020,12/4/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,Seremban,religious,ended,0,112,0,492,0,1,111
sentosa,Sentosa,Time-series (numeric),21/7/2020,21/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Kuching, Bau, Samarahan & Serian",highRisk,ended,0,31,0,1064,0,0,31
sentosa_residensi,Sentosa Residensi,Time-series (numeric),26/12/2020,3/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang & Kedah,"Timur Laut, Barat Daya, Seberang Perai Utara, Seberang Perai Tengah, Kota Setar, Kuala Muda & Kulim",highRisk,ended,0,31,0,194,0,0,31
sentral,Sentral,Time-series (numeric),17/10/2020,5/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur & Selangor ,"Kepong, Cheras, Titiwangsa, Lembah Pantai & Petaling ",highRisk,ended,0,19,0,366,0,1,18
senu_setia,Senu Setia,Time-series (numeric),14/12/2020,14/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Kepong,workplace,ended,0,26,0,26,0,0,26
sepang_sharing_hse,Rumah Kongsi Sepang,Time-series (numeric),19/7/2020,17/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Sepang,community,ended,0,3,0,96,0,0,3
sepanggar,Sepanggar,Time-series (numeric),4/11/2020,16/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Kinabalu,workplace,ended,0,10,0,128,0,0,10
seragam_chepa,Seragam Chepa,Time-series (numeric),26/12/2020,15/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Kota Bharu, Bachok, Tumpat & Pasir Mas",community,ended,0,34,0,602,0,0,34
seri_anggerik,Seri Anggerik,Time-series (numeric),2/10/2020,20/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Selangor & Kuala Selangor,community,ended,0,24,0,96,0,0,24
seri_bayu,Seri Bayu,Time-series (numeric),21/1/2021,9/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kota Tinggi,workplace,ended,0,246,0,427,0,0,246
seri_gaya,Seri Gaya,Time-series (numeric),28/10/2020,28/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Kinabalu & Tuaran ,community,ended,0,18,0,142,0,0,18
seri_jati,Seri Jati,Time-series (numeric),1/5/2021,6/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka,"Melaka Tengah, Alor Gajah",community,active,0,16,0,147,0,0,16
seri_kuantan,Seri Kuantan,Time-series (numeric),17/4/2021,27/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pahang, WP Kuala Lumpur","Kuantan, Cheras",community,active,0,44,0,216,0,0,44
seri_lanang,Seri Lanang,Time-series (numeric),29/11/2020,2/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Klang, Gombak, Kuala Selangor & Petaling",workplace,ended,0,682,0,1544,0,0,682
seri_pasir,Seri Pasir,Time-series (numeric),18/11/2020,26/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang & Perak ,"Timur Laut, Barat Daya, Seberang Perai Tengah & Kinta",workplace,ended,0,25,0,125,0,0,25
seri_setia,Seri Setia,Time-series (numeric),2/10/2020,22/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, WP Kuala Lumpur & WP Putrajaya","Petaling, Gombak & Titiwangsa",community,ended,0,8,0,184,0,0,8
seri_sutra,Seri Sutra,Time-series (numeric),18/5/2021,30/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Kinta,community,active,0,43,0,118,0,0,43
seri_tasik,Seri Tasik,Time-series (numeric),16/12/2020,15/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Perak Tengah & Kinta,community,ended,0,7,0,27,0,0,7
seri_terapi,Seri Terapi,Time-series (numeric),9/11/2020,26/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Kuala Lumpur, Selangor & Melaka","Kepong, Cheras, Lembah Pantai, Gombak, Petaling, Hulu Langat & Alor Gajah",community,ended,0,31,0,493,0,0,31
seri_wangsa,Seri Wangsa,Time-series (numeric),2/12/2020,4/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Titiwangsa,workplace,ended,0,11,0,154,0,0,11
seridana,Seridana,Time-series (numeric),2/11/2020,13/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Putrajaya,Putrajaya,workplace,ended,0,20,0,127,0,0,20
serkam_tengah,Serkam Tengah,Time-series (numeric),22/1/2021,29/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka,"Jasin, Alor Gajah & Melaka Tengah",community,ended,0,35,0,131,0,0,35
serom5,Serom Lima,Time-series (numeric),27/5/2021,13/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Tangkak,community,active,0,87,0,167,0,7,80
seruas,Seruas,Time-series (numeric),7/2/2021,27/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Beluru & Miri,community,ended,0,83,0,385,0,0,83
seruling,Seruling,Time-series (numeric),8/12/2020,26/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, Perak, Melaka & Negeri Sembilan & WP Putrajaya","Klang, Hulu Selangor, Petaling, Gombak, Kuala Langat, Sabak Bernam, Hulu Langat, Sepang, Kuala Selangor, Muallim, Melaka Tengah, Tampin & Putrajaya",workplace,ended,0,2675,0,3606,0,1,2674
seruling12,Seruling Dua Belas,Time-series (numeric),5/5/2021,14/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, Perak","Hulu Selangor, Muallim",religious,active,0,22,0,44,0,0,22
setapak,Setapak,Time-series (numeric),27/9/2020,14/9/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Titiwangsa,community,ended,0,3,0,154,0,0,3
setapak_indah,Setapak Indah,Time-series (numeric),8/1/2021,22/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Titiwangsa,community,ended,0,33,0,49,0,0,33
setia_alam_site,Tapak Pembinaan Setia Alam,Time-series (numeric),6/5/2020,8/5/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petaling,workplace,ended,0,15,0,1152,0,0,15
setia_murni,Persiaran Setia Murni,Time-series (numeric),27/4/2021,25/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Kuala Selangor, Klang",education,active,0,28,0,493,0,0,28
sg_atap,Sungai Atap,Time-series (numeric),18/3/2021,26/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Meradong,community,ended,0,23,0,198,0,0,23
sg_bakong,Sungai Bakong,Time-series (numeric),22/2/2021,20/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Meradong,education,ended,0,207,0,1579,0,0,207
sg_banus,Sungai Banus,Time-series (numeric),22/4/2021,6/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Selangau, Sibu",community,active,0,47,0,57,0,0,47
sg_batu,Sungai Batu,Time-series (numeric),22/5/2021,21/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Raub,workplace,active,0,27,0,76,0,0,27
